가맹점 영업일자,업종,고한읍 건수,사북읍 건수,정선군 건수,태백시 건수,영월군 건수,삼척시 건수
2025-12-31,슈퍼마켓,11,2,10,21,2,3
2025-12-31,커피전문점,5,7,0,9,0,0
2025-12-31,당구장 운영업,2,0,0,0,0,0
2025-12-31,식품판매업,14,5,7,35,5,4
2025-12-31,일반주점업,0,0,0,2,0,0
2025-12-31,세탁업,0,2,0,5,0,0
2025-12-31,일반음식점업,52,82,43,91,5,10
2025-12-31,휴게음식점업,0,4,0,3,0,0
2025-12-31,기타미용업,0,0,2,4,0,1
2025-12-31,이ㆍ미용업,4,5,1,22,0,5
2025-12-31,기타,0,0,0,2,0,0
2025-12-31,소매업,10,10,4,40,2,10
2025-12-31,숙박업,14,13,34,1,0,0
2025-12-30,세탁업,1,2,0,10,0,0
2025-12-30,슈퍼마켓,10,0,4,13,1,9
2025-12-30,실내 스크린 골프업,0,1,0,0,0,2
2025-12-30,당구장 운영업,4,0,0,0,0,0
2025-12-30,자동차 전문수리업,0,0,0,4,0,0
2025-12-30,소매업,5,11,5,46,3,6
2025-12-30,식품판매업,22,13,9,16,10,1
2025-12-30,숙박업,35,13,23,0,0,0
2025-12-30,자동자 세차업,0,0,0,4,0,0
2025-12-30,기타미용업,0,0,0,1,0,0
2025-12-30,이ㆍ미용업,6,11,0,23,0,0
2025-12-30,기타,0,0,0,2,0,0
2025-12-30,휴게음식점업,0,3,0,3,0,0
2025-12-30,주유소·LPG충전소,0,0,0,0,0,1
2025-12-30,일반음식점업,69,72,43,61,4,21
2025-12-30,커피전문점,4,10,0,4,0,0
2025-12-30,일반주점업,0,0,0,2,0,0
2025-12-29,기타미용업,2,0,1,7,0,2
2025-12-29,식품판매업,12,7,6,41,2,4
2025-12-29,이ㆍ미용업,3,12,20,31,0,4
2025-12-29,자동차 전문수리업,0,1,0,2,0,0
2025-12-29,일반음식점업,54,62,38,70,4,11
2025-12-29,휴게음식점업,3,9,0,4,1,0
2025-12-29,커피전문점,3,9,0,5,0,0
2025-12-29,소매업,13,14,5,44,2,12
2025-12-29,기타,0,0,0,4,0,0
2025-12-29,실내 스크린 골프업,0,0,0,0,0,2
2025-12-29,자동자 세차업,0,0,0,4,0,0
2025-12-29,슈퍼마켓,10,0,6,25,1,1
2025-12-29,목욕장업,0,0,3,0,0,0
2025-12-29,세탁업,1,3,1,5,0,0
2025-12-29,숙박업,18,10,21,5,0,0
2025-12-28,기타미용업,0,0,0,3,0,0
2025-12-28,커피전문점,1,10,5,2,0,0
2025-12-28,슈퍼마켓,10,0,8,36,4,1
2025-12-28,숙박업,20,25,22,2,0,0
2025-12-28,일반음식점업,66,78,95,86,3,6
2025-12-28,자동차 전문수리업,0,0,0,0,0,3
2025-12-28,실내 스크린 골프업,0,1,0,0,0,0
2025-12-28,기타,0,0,0,2,0,0
2025-12-28,주유소·LPG충전소,0,0,0,0,0,1
2025-12-28,일반주점업,0,0,0,2,0,0
2025-12-28,소매업,16,18,23,49,1,4
2025-12-28,휴게음식점업,2,6,0,3,0,0
2025-12-28,식품판매업,7,11,13,33,10,3
2025-12-28,세탁업,0,0,3,6,0,2
2025-12-28,이ㆍ미용업,0,0,17,32,0,2
2025-12-27,이ㆍ미용업,3,4,0,39,0,12
2025-12-27,목욕장업,0,0,0,1,0,0
2025-12-27,일반주점업,0,0,0,2,0,0
2025-12-27,자동차 전문수리업,0,0,0,4,0,4
2025-12-27,일반음식점업,103,83,48,116,2,54
2025-12-27,기타미용업,0,0,3,2,0,3
2025-12-27,숙박업,25,20,25,4,0,0
2025-12-27,당구장 운영업,3,0,0,0,0,0
2025-12-27,식품판매업,10,14,9,39,5,10
2025-12-27,세탁업,1,0,2,8,0,6
2025-12-27,실내 스크린 골프업,0,2,4,0,0,1
2025-12-27,소매업,9,8,17,56,2,19
2025-12-27,슈퍼마켓,11,1,9,17,1,5
2025-12-27,커피전문점,10,14,3,8,0,7
2025-12-27,기타,0,0,0,1,0,2
2025-12-27,휴게음식점업,2,6,3,5,0,12
2025-12-26,기타,0,0,0,0,0,2
2025-12-26,휴게음식점업,2,4,2,3,0,8
2025-12-26,자동자 세차업,0,0,2,1,0,0
2025-12-26,일반주점업,0,0,0,2,0,0
2025-12-26,소매업,9,14,8,66,2,32
2025-12-26,목욕장업,0,0,0,2,0,0
2025-12-26,이ㆍ미용업,1,4,2,33,0,10
2025-12-26,당구장 운영업,6,2,0,0,0,0
2025-12-26,실내 스크린 골프업,0,0,6,0,0,0
2025-12-26,슈퍼마켓,9,1,5,19,1,2
2025-12-26,세탁업,1,2,3,12,0,7
2025-12-26,기타미용업,2,0,2,0,0,3
2025-12-26,일반음식점업,101,87,61,118,2,48
2025-12-26,식품판매업,15,13,10,33,11,6
2025-12-26,자동차 전문수리업,0,1,1,5,0,3
2025-12-26,커피전문점,5,7,2,6,0,4
2025-12-26,숙박업,27,23,20,3,0,0
2025-12-25,슈퍼마켓,17,0,13,35,3,1
2025-12-25,자동자 세차업,0,0,0,2,0,0
2025-12-25,기타미용업,0,0,0,6,0,0
2025-12-25,목욕장업,0,0,0,2,0,0
2025-12-25,휴게음식점업,2,6,0,6,1,0
2025-12-25,실내 스크린 골프업,0,0,1,0,0,2
2025-12-25,세탁업,2,3,3,9,0,1
2025-12-25,자동차 전문수리업,0,0,0,3,0,0
2025-12-25,기타,0,0,0,3,0,0
2025-12-25,숙박업,42,18,26,2,0,0
2025-12-25,이ㆍ미용업,1,5,4,31,0,2
2025-12-25,일반음식점업,105,85,51,115,7,11
2025-12-25,소매업,4,11,11,41,5,18
2025-12-25,당구장 운영업,3,2,0,0,0,0
2025-12-25,커피전문점,4,8,2,8,0,2
2025-12-25,식품판매업,10,17,11,16,9,3
2025-12-24,식품판매업,16,13,12,27,5,3
2025-12-24,슈퍼마켓,20,0,13,23,2,1
2025-12-24,이ㆍ미용업,4,8,2,11,7,2
2025-12-24,당구장 운영업,2,2,0,0,0,0
2025-12-24,자동차 전문수리업,0,0,0,4,0,0
2025-12-24,숙박업,48,27,30,1,0,0
2025-12-24,자동자 세차업,0,0,1,0,0,0
2025-12-24,기타미용업,2,0,1,2,0,0
2025-12-24,목욕장업,0,0,0,1,0,0
2025-12-24,주유소·LPG충전소,0,0,0,0,0,1
2025-12-24,실내 스크린 골프업,0,0,0,0,0,1
2025-12-24,일반음식점업,96,88,39,89,15,12
2025-12-24,커피전문점,3,5,2,6,0,2
2025-12-24,세탁업,1,5,4,6,1,0
2025-12-24,소매업,12,14,11,52,7,11
2025-12-24,휴게음식점업,3,5,0,5,0,0
2025-12-23,목욕장업,0,0,0,4,0,0
2025-12-23,기타미용업,0,0,1,5,0,2
2025-12-23,휴게음식점업,0,10,0,3,0,8
2025-12-23,실내 스크린 골프업,0,0,0,0,0,2
2025-12-23,숙박업,30,27,26,5,0,0
2025-12-23,자동차 전문수리업,0,0,0,5,0,6
2025-12-23,기타,0,0,0,2,0,2
2025-12-23,이ㆍ미용업,3,10,7,24,10,13
2025-12-23,식품판매업,11,11,10,42,11,4
2025-12-23,세탁업,0,1,3,21,2,8
2025-12-23,소매업,16,7,16,43,14,26
2025-12-23,일반음식점업,84,77,57,97,23,40
2025-12-23,주유소·LPG충전소,0,0,0,0,0,1
2025-12-23,슈퍼마켓,21,1,3,34,9,4
2025-12-23,커피전문점,4,6,0,1,0,6
2025-12-23,자동자 세차업,0,0,1,2,0,0
2025-12-23,당구장 운영업,2,2,0,0,0,0
2025-12-22,커피전문점,5,8,7,2,0,0
2025-12-22,일반음식점업,70,95,94,108,4,16
2025-12-22,숙박업,34,13,24,1,0,0
2025-12-22,이ㆍ미용업,7,12,36,41,0,2
2025-12-22,소매업,6,14,37,76,6,15
2025-12-22,슈퍼마켓,26,0,9,24,6,4
2025-12-22,세탁업,1,4,0,13,0,0
2025-12-22,일반주점업,0,1,0,0,0,0
2025-12-22,주유소·LPG충전소,0,0,0,0,0,1
2025-12-22,당구장 운영업,5,2,5,0,0,0
2025-12-22,자동차 전문수리업,0,0,0,4,1,0
2025-12-22,목욕장업,0,0,1,0,0,0
2025-12-22,휴게음식점업,2,11,2,6,0,0
2025-12-22,기타미용업,3,0,2,3,0,0
2025-12-22,자동자 세차업,0,0,0,2,0,0
2025-12-22,식품판매업,16,14,8,50,8,4
2025-12-21,식품판매업,36,11,39,35,11,3
2025-12-21,목욕장업,0,1,3,4,0,0
2025-12-21,당구장 운영업,0,2,0,0,0,0
2025-12-21,일반주점업,0,0,0,1,0,0
2025-12-21,슈퍼마켓,31,5,14,46,10,3
2025-12-21,이ㆍ미용업,1,0,16,17,0,4
2025-12-21,기타,0,0,0,4,0,0
2025-12-21,주유소·LPG충전소,0,0,0,0,0,1
2025-12-21,휴게음식점업,3,6,1,6,0,0
2025-12-21,세탁업,0,0,8,1,0,0
2025-12-21,소매업,6,13,23,50,14,8
2025-12-21,일반음식점업,88,144,132,81,8,13
2025-12-21,숙박업,36,25,38,5,0,0
2025-12-21,기타미용업,2,0,1,6,0,1
2025-12-21,커피전문점,8,15,8,3,0,0
2025-12-21,자동자 세차업,0,0,0,3,0,0
2025-12-21,실내 스크린 골프업,0,0,2,0,0,0
2025-12-20,소매업,9,19,5,74,6,9
2025-12-20,목욕장업,0,0,2,0,0,0
2025-12-20,당구장 운영업,2,2,0,0,0,0
2025-12-20,커피전문점,4,21,2,12,0,4
2025-12-20,자동차 전문수리업,0,0,0,1,0,2
2025-12-20,기타,0,0,0,0,0,2
2025-12-20,일반음식점업,100,157,61,142,8,32
2025-12-20,식품판매업,18,17,8,59,5,6
2025-12-20,세탁업,0,3,4,8,0,6
2025-12-20,기타미용업,1,0,0,3,0,3
2025-12-20,일반주점업,0,0,0,2,0,0
2025-12-20,실내 스크린 골프업,0,2,0,0,0,0
2025-12-20,주유소·LPG충전소,0,0,0,0,0,1
2025-12-20,숙박업,35,36,33,6,0,0
2025-12-20,슈퍼마켓,20,4,7,35,12,6
2025-12-20,이ㆍ미용업,5,7,2,47,0,4
2025-12-20,자동자 세차업,0,0,2,7,0,0
2025-12-20,휴게음식점업,3,17,0,9,0,6
2025-12-19,이ㆍ미용업,3,9,1,50,0,11
2025-12-19,당구장 운영업,4,0,0,0,0,0
2025-12-19,슈퍼마켓,31,10,6,39,8,6
2025-12-19,자동차 전문수리업,0,1,0,2,0,4
2025-12-19,주유소·LPG충전소,0,0,0,1,0,1
2025-12-19,기타미용업,8,0,5,1,0,2
2025-12-19,목욕장업,0,6,0,0,0,0
2025-12-19,커피전문점,5,7,3,4,0,4
2025-12-19,휴게음식점업,3,13,0,9,0,8
2025-12-19,소매업,11,29,14,60,2,21
2025-12-19,숙박업,41,39,21,4,0,0
2025-12-19,일반음식점업,79,131,45,141,12,46
2025-12-19,자동자 세차업,0,0,0,5,0,0
2025-12-19,식품판매업,17,15,6,56,8,3
2025-12-19,실내 스크린 골프업,0,1,0,0,0,2
2025-12-19,세탁업,0,6,0,19,0,6
2025-12-19,기타,0,0,0,0,0,2
2025-12-18,이ㆍ미용업,1,6,3,20,10,5
2025-12-18,주유소·LPG충전소,0,0,0,0,0,1
2025-12-18,세탁업,2,4,4,9,2,0
2025-12-18,식품판매업,19,22,16,43,14,2
2025-12-18,휴게음식점업,6,14,0,6,0,0
2025-12-18,목욕장업,0,11,0,0,0,0
2025-12-18,기타미용업,0,1,2,2,0,2
2025-12-18,자동차 전문수리업,0,0,0,4,0,0
2025-12-18,숙박업,29,26,35,5,0,0
2025-12-18,당구장 운영업,1,2,0,0,0,0
2025-12-18,커피전문점,6,10,2,9,0,0
2025-12-18,소매업,5,29,7,78,13,9
2025-12-18,일반주점업,0,1,0,0,0,0
2025-12-18,자동자 세차업,0,0,0,4,0,0
2025-12-18,슈퍼마켓,31,12,12,23,8,2
2025-12-18,일반음식점업,73,143,60,77,23,14
2025-12-17,당구장 운영업,0,0,4,0,0,0
2025-12-17,슈퍼마켓,27,12,11,40,14,6
2025-12-17,실내 스크린 골프업,1,3,0,0,0,2
2025-12-17,자동자 세차업,0,0,2,5,0,0
2025-12-17,소매업,15,31,35,55,16,0
2025-12-17,커피전문점,3,4,11,7,0,0
2025-12-17,기타미용업,3,2,0,1,0,0
2025-12-17,식품판매업,22,32,26,37,11,0
2025-12-17,이ㆍ미용업,3,9,40,30,10,2
2025-12-17,휴게음식점업,5,4,3,9,0,0
2025-12-17,자동차 전문수리업,0,0,1,1,0,0
2025-12-17,일반음식점업,59,134,105,88,28,16
2025-12-17,숙박업,40,34,29,7,0,0
2025-12-17,목욕장업,0,6,0,0,0,0
2025-12-17,일반주점업,0,0,0,2,0,0
2025-12-17,주유소·LPG충전소,0,0,0,0,0,1
2025-12-17,세탁업,3,2,4,7,2,0
2025-12-16,세탁업,4,2,0,13,2,0
2025-12-16,목욕장업,0,7,0,0,0,0
2025-12-16,주유소·LPG충전소,0,0,0,0,0,1
2025-12-16,기타미용업,2,0,0,2,0,2
2025-12-16,커피전문점,2,5,2,9,0,0
2025-12-16,이ㆍ미용업,6,11,3,27,10,2
2025-12-16,자동자 세차업,0,0,2,5,0,0
2025-12-16,소매업,9,37,6,117,15,4
2025-12-16,식품판매업,32,45,15,32,19,5
2025-12-16,일반음식점업,88,153,63,68,26,6
2025-12-16,숙박업,34,30,37,4,0,0
2025-12-16,휴게음식점업,6,7,2,4,0,0
2025-12-16,실내 스크린 골프업,0,0,6,0,0,0
2025-12-16,기타,0,0,0,3,0,0
2025-12-16,당구장 운영업,0,3,0,0,0,0
2025-12-16,슈퍼마켓,29,20,14,33,16,2
2025-12-16,일반주점업,0,0,0,2,0,0
2025-12-15,커피전문점,4,11,4,3,0,0
2025-12-15,슈퍼마켓,26,20,12,38,9,2
2025-12-15,자동자 세차업,0,0,2,6,0,0
2025-12-15,숙박업,34,36,24,5,0,0
2025-12-15,일반음식점업,93,157,121,102,4,10
2025-12-15,이ㆍ미용업,6,14,23,31,0,4
2025-12-15,소매업,7,35,31,79,6,15
2025-12-15,휴게음식점업,1,25,2,3,0,0
2025-12-15,기타미용업,4,5,0,2,0,0
2025-12-15,당구장 운영업,2,1,0,0,0,0
2025-12-15,일반주점업,0,2,0,0,0,0
2025-12-15,세탁업,6,7,13,12,0,0
2025-12-15,실내 스크린 골프업,1,0,1,0,0,0
2025-12-15,목욕장업,0,2,2,0,0,0
2025-12-15,주유소·LPG충전소,0,0,0,1,0,3
2025-12-15,식품판매업,20,46,39,64,9,3
2025-12-14,당구장 운영업,2,2,0,0,0,0
2025-12-14,일반음식점업,105,217,77,143,6,12
2025-12-14,일반주점업,0,3,0,0,0,0
2025-12-14,세탁업,0,4,0,11,0,2
2025-12-14,자동차 전문수리업,0,0,0,0,0,2
2025-12-14,실내 스크린 골프업,0,0,2,0,0,3
2025-12-14,식품판매업,35,47,13,35,2,4
2025-12-14,기타미용업,3,0,1,3,0,0
2025-12-14,이ㆍ미용업,3,6,5,27,0,2
2025-12-14,기타,0,0,0,3,0,0
2025-12-14,슈퍼마켓,37,30,19,81,15,1
2025-12-14,자동자 세차업,0,0,0,1,0,0
2025-12-14,커피전문점,9,6,6,3,0,4
2025-12-14,휴게음식점업,0,10,0,9,0,0
2025-12-14,소매업,5,57,6,73,7,16
2025-12-14,숙박업,36,50,14,13,0,0
2025-12-14,목욕장업,0,4,0,2,0,0
2025-12-13,주유소·LPG충전소,0,0,0,1,0,2
2025-12-13,목욕장업,0,5,0,3,0,0
2025-12-13,휴게음식점업,6,18,0,7,1,0
2025-12-13,숙박업,45,58,28,0,0,0
2025-12-13,일반음식점업,129,231,113,117,3,11
2025-12-13,당구장 운영업,2,0,4,0,0,0
2025-12-13,기타,0,0,0,2,0,0
2025-12-13,커피전문점,6,14,17,7,0,2
2025-12-13,슈퍼마켓,35,23,12,60,6,1
2025-12-13,세탁업,0,2,2,1,0,0
2025-12-13,소매업,5,58,45,72,8,10
2025-12-13,기타미용업,4,0,0,5,0,0
2025-12-13,자동차 전문수리업,0,1,0,2,0,0
2025-12-13,실내 스크린 골프업,1,2,4,0,0,0
2025-12-13,식품판매업,23,43,21,59,13,4
2025-12-13,이ㆍ미용업,11,8,42,35,0,2
2025-12-12,실내 스크린 골프업,0,0,1,0,0,2
2025-12-12,자동차 전문수리업,0,0,0,5,0,3
2025-12-12,식품판매업,26,29,44,54,11,2
2025-12-12,기타미용업,3,0,1,3,0,0
2025-12-12,주유소·LPG충전소,0,0,0,2,0,1
2025-12-12,세탁업,0,4,8,10,0,2
2025-12-12,자동자 세차업,0,0,1,3,0,0
2025-12-12,목욕장업,0,1,0,2,0,0
2025-12-12,이ㆍ미용업,6,9,24,27,0,2
2025-12-12,휴게음식점업,5,14,0,6,0,0
2025-12-12,일반음식점업,150,235,142,113,6,2
2025-12-12,슈퍼마켓,42,15,18,40,15,1
2025-12-12,당구장 운영업,3,0,1,0,0,0
2025-12-12,숙박업,46,63,22,4,0,0
2025-12-12,커피전문점,10,5,5,4,0,0
2025-12-12,소매업,13,40,18,70,4,6
2025-12-12,기타,0,0,0,2,0,0
2025-12-11,커피전문점,4,8,9,6,0,4
2025-12-11,당구장 운영업,1,0,0,0,0,0
2025-12-11,식품판매업,42,47,14,36,14,3
2025-12-11,이ㆍ미용업,6,8,4,37,10,8
2025-12-11,기타미용업,2,2,5,0,0,0
2025-12-11,세탁업,1,6,1,5,2,2
2025-12-11,자동자 세차업,0,0,1,1,0,0
2025-12-11,주유소·LPG충전소,0,0,0,9,0,2
2025-12-11,소매업,5,38,10,101,15,17
2025-12-11,숙박업,30,82,25,13,0,0
2025-12-11,실내 스크린 골프업,0,0,1,0,0,0
2025-12-11,슈퍼마켓,36,15,15,41,8,3
2025-12-11,기타,0,0,0,2,0,0
2025-12-11,휴게음식점업,3,10,0,5,1,2
2025-12-11,일반음식점업,113,205,64,110,23,32
2025-12-11,목욕장업,0,8,0,2,0,0
2025-12-11,자동차 전문수리업,0,0,0,1,0,5
2025-12-10,일반음식점업,129,257,63,95,27,4
2025-12-10,자동차 전문수리업,0,0,3,5,0,0
2025-12-10,소매업,13,33,17,75,15,5
2025-12-10,기타,0,0,0,2,0,0
2025-12-10,이ㆍ미용업,4,11,4,19,10,2
2025-12-10,세탁업,2,1,2,12,2,0
2025-12-10,자동자 세차업,0,0,1,1,0,0
2025-12-10,식품판매업,35,54,15,49,9,4
2025-12-10,커피전문점,5,3,7,7,0,0
2025-12-10,휴게음식점업,10,15,0,5,0,0
2025-12-10,목욕장업,0,11,2,1,0,0
2025-12-10,당구장 운영업,4,1,0,0,0,0
2025-12-10,숙박업,37,73,21,1,0,0
2025-12-10,주유소·LPG충전소,0,0,1,11,0,6
2025-12-10,슈퍼마켓,51,20,20,54,8,2
2025-12-10,기타미용업,5,3,2,2,0,0
2025-12-09,자동자 세차업,0,0,7,2,0,0
2025-12-09,휴게음식점업,6,8,0,5,0,8
2025-12-09,실내 스크린 골프업,1,0,1,0,0,2
2025-12-09,자동차 전문수리업,0,2,0,6,0,6
2025-12-09,식품판매업,37,56,17,52,20,4
2025-12-09,일반음식점업,95,262,45,124,30,42
2025-12-09,주유소·LPG충전소,0,0,0,18,0,2
2025-12-09,소매업,7,29,13,65,18,20
2025-12-09,당구장 운영업,3,1,0,0,0,0
2025-12-09,숙박업,38,77,24,4,0,0
2025-12-09,이ㆍ미용업,12,7,0,29,11,10
2025-12-09,목욕장업,0,10,0,2,0,0
2025-12-09,슈퍼마켓,36,31,20,64,8,3
2025-12-09,세탁업,6,5,1,8,2,8
2025-12-09,기타미용업,2,3,0,6,0,2
2025-12-09,기타,0,0,0,1,0,2
2025-12-09,커피전문점,9,10,5,7,0,7
2025-12-08,휴게음식점업,6,13,0,5,0,0
2025-12-08,자동차 전문수리업,0,0,1,6,0,0
2025-12-08,세탁업,3,4,5,5,0,0
2025-12-08,이ㆍ미용업,6,10,39,41,0,0
2025-12-08,당구장 운영업,0,1,4,0,0,0
2025-12-08,일반음식점업,115,278,109,138,4,11
2025-12-08,식품판매업,36,69,24,73,15,6
2025-12-08,실내 스크린 골프업,1,1,0,0,0,0
2025-12-08,숙박업,42,77,27,4,0,0
2025-12-08,슈퍼마켓,53,28,38,70,6,1
2025-12-08,주유소·LPG충전소,0,0,2,13,0,2
2025-12-08,커피전문점,7,7,8,6,0,0
2025-12-08,소매업,11,55,30,82,2,15
2025-12-08,목욕장업,0,7,0,5,0,0
2025-12-08,기타미용업,2,1,1,6,0,0
2025-12-08,자동자 세차업,0,0,6,2,0,0
2025-12-07,슈퍼마켓,57,58,44,93,22,6
2025-12-07,자동차 전문수리업,0,0,1,0,0,0
2025-12-07,휴게음식점업,5,20,0,2,0,0
2025-12-07,자동자 세차업,0,0,0,2,0,0
2025-12-07,기타미용업,2,0,0,6,0,1
2025-12-07,숙박업,44,82,23,0,0,0
2025-12-07,목욕장업,0,14,0,5,0,0
2025-12-07,일반음식점업,175,387,147,84,8,10
2025-12-07,세탁업,0,0,7,4,0,0
2025-12-07,소매업,6,71,20,58,13,19
2025-12-07,커피전문점,7,16,6,9,0,0
2025-12-07,이ㆍ미용업,1,0,22,10,0,7
2025-12-07,식품판매업,47,77,52,32,17,1
2025-12-07,기타,0,0,0,3,0,0
2025-12-07,실내 스크린 골프업,0,0,1,0,0,0
2025-12-07,주유소·LPG충전소,0,0,8,26,0,3
2025-12-06,슈퍼마켓,107,51,48,93,19,10
2025-12-06,기타미용업,2,2,0,4,0,4
2025-12-06,소매업,10,84,13,112,15,21
2025-12-06,목욕장업,0,14,2,2,0,0
2025-12-06,일반음식점업,186,506,64,133,6,58
2025-12-06,이ㆍ미용업,5,6,3,48,1,13
2025-12-06,커피전문점,13,13,5,6,0,2
2025-12-06,자동자 세차업,0,0,0,4,0,0
2025-12-06,기타,0,0,0,2,0,2
2025-12-06,자동차 전문수리업,0,0,0,3,0,4
2025-12-06,실내 스크린 골프업,0,0,1,0,0,2
2025-12-06,숙박업,39,119,43,7,0,0
2025-12-06,주유소·LPG충전소,0,0,3,23,0,2
2025-12-06,식품판매업,39,108,16,75,20,5
2025-12-06,세탁업,2,5,1,6,0,6
2025-12-06,휴게음식점업,10,24,0,9,1,6
2025-12-05,식품판매업,23,75,10,56,14,9
2025-12-05,숙박업,36,136,32,8,0,0
2025-12-05,커피전문점,2,5,6,6,0,2
2025-12-05,자동차 전문수리업,0,1,3,7,1,4
2025-12-05,휴게음식점업,11,10,2,9,0,8
2025-12-05,주유소·LPG충전소,0,0,6,19,0,1
2025-12-05,당구장 운영업,1,0,1,0,0,0
2025-12-05,자동자 세차업,0,0,2,4,0,0
2025-12-05,기타미용업,0,2,4,5,0,3
2025-12-05,일반음식점업,153,406,56,128,12,59
2025-12-05,슈퍼마켓,87,28,52,64,18,4
2025-12-05,목욕장업,0,15,0,2,0,0
2025-12-05,세탁업,3,0,1,24,0,6
2025-12-05,실내 스크린 골프업,0,0,0,0,0,3
2025-12-05,기타,0,0,0,0,0,2
2025-12-05,이ㆍ미용업,8,9,3,48,0,15
2025-12-05,소매업,13,85,11,103,10,24
2025-12-04,커피전문점,5,4,10,15,0,0
2025-12-04,휴게음식점업,6,6,2,11,0,0
2025-12-04,기타,0,0,0,4,0,0
2025-12-04,당구장 운영업,0,1,4,0,0,0
2025-12-04,자동차 전문수리업,0,1,0,7,0,0
2025-12-04,목욕장업,0,13,1,2,0,0
2025-12-04,기타미용업,1,0,1,3,0,2
2025-12-04,소매업,9,87,36,98,14,9
2025-12-04,주유소·LPG충전소,0,0,1,14,0,7
2025-12-04,자동자 세차업,0,0,2,3,0,0
2025-12-04,실내 스크린 골프업,0,0,0,0,0,2
2025-12-04,슈퍼마켓,79,37,42,63,19,7
2025-12-04,세탁업,4,4,3,14,2,0
2025-12-04,식품판매업,27,97,19,53,9,7
2025-12-04,이ㆍ미용업,6,8,37,31,10,5
2025-12-04,일반음식점업,146,410,133,118,26,20
2025-12-04,숙박업,30,130,34,3,0,0
2025-12-03,식품판매업,34,152,53,65,14,4
2025-12-03,주유소·LPG충전소,0,0,9,18,0,4
2025-12-03,휴게음식점업,7,14,0,5,0,0
2025-12-03,일반주점업,0,0,0,2,0,0
2025-12-03,이ㆍ미용업,7,11,22,26,10,3
2025-12-03,세탁업,1,4,10,11,2,0
2025-12-03,슈퍼마켓,94,167,53,70,25,6
2025-12-03,목욕장업,0,11,0,2,0,0
2025-12-03,커피전문점,2,3,5,13,0,0
2025-12-03,당구장 운영업,3,0,0,0,0,0
2025-12-03,숙박업,38,140,34,4,0,0
2025-12-03,기타미용업,0,2,1,9,0,1
2025-12-03,소매업,10,81,25,106,19,20
2025-12-03,자동차 전문수리업,2,1,3,9,0,0
2025-12-03,실내 스크린 골프업,0,0,1,0,0,2
2025-12-03,기타,0,0,0,5,0,0
2025-12-03,자동자 세차업,0,0,4,4,0,0
2025-12-03,일반음식점업,164,451,167,115,31,21
2025-12-02,기타미용업,2,1,0,8,0,4
2025-12-02,커피전문점,3,16,6,14,0,2
2025-12-02,자동자 세차업,0,0,2,4,0,0
2025-12-02,슈퍼마켓,107,236,79,70,20,9
2025-12-02,목욕장업,0,8,0,2,0,0
2025-12-02,주유소·LPG충전소,0,0,8,30,5,3
2025-12-02,일반주점업,0,1,0,0,0,0
2025-12-02,기타,0,0,0,6,0,2
2025-12-02,실내 스크린 골프업,0,0,1,0,0,0
2025-12-02,자동차 전문수리업,7,2,3,9,0,4
2025-12-02,휴게음식점업,4,10,2,9,0,8
2025-12-02,일반음식점업,154,483,83,157,27,65
2025-12-02,이ㆍ미용업,5,7,6,32,10,15
2025-12-02,숙박업,41,156,24,5,0,0
2025-12-02,세탁업,4,3,3,14,2,6
2025-12-02,식품판매업,38,199,19,80,20,8
2025-12-02,당구장 운영업,3,1,0,0,0,0
2025-12-02,소매업,11,90,14,131,9,31
2025-12-01,이ㆍ미용업,7,5,1,37,0,19
2025-12-01,목욕장업,0,11,2,4,0,0
2025-12-01,일반주점업,0,0,0,2,0,0
2025-12-01,자동차 전문수리업,14,2,2,2,0,4
2025-12-01,세탁업,3,3,3,30,0,6
2025-12-01,자동자 세차업,0,0,2,4,0,0
2025-12-01,식품판매업,51,204,20,58,25,12
2025-12-01,숙박업,76,175,34,6,0,0
2025-12-01,실내 스크린 골프업,0,2,1,0,0,3
2025-12-01,당구장 운영업,0,1,0,0,0,0
2025-12-01,소매업,11,138,13,118,10,35
2025-12-01,휴게음식점업,5,24,0,12,0,8
2025-12-01,커피전문점,4,10,8,6,0,2
2025-12-01,기타,0,0,0,0,0,2
2025-12-01,슈퍼마켓,145,430,87,99,33,7
2025-12-01,일반음식점업,156,553,99,129,6,70
2025-12-01,기타미용업,2,3,0,5,0,5
2025-12-01,주유소·LPG충전소,68,37,38,36,57,4
2025-11-30,기타,0,0,0,3,0,0
2025-11-30,자동자 세차업,0,0,0,1,0,0
2025-11-30,휴게음식점업,0,3,2,8,2,0
2025-11-30,소매업,5,10,7,56,6,12
2025-11-30,기타미용업,0,0,0,1,0,0
2025-11-30,식품판매업,19,12,5,31,2,7
2025-11-30,슈퍼마켓,14,2,11,32,3,0
2025-11-30,커피전문점,5,8,0,3,0,1
2025-11-30,이ㆍ미용업,1,1,1,15,0,2
2025-11-30,세탁업,0,0,0,2,0,2
2025-11-30,실내 스크린 골프업,0,2,0,0,0,1
2025-11-30,당구장 운영업,1,0,0,0,0,0
2025-11-30,자동차 전문수리업,0,0,0,5,0,2
2025-11-30,숙박업,26,18,40,2,0,0
2025-11-30,일반음식점업,71,57,35,89,4,10
2025-11-29,슈퍼마켓,11,0,11,27,8,2
2025-11-29,자동자 세차업,0,0,0,1,0,0
2025-11-29,자동차 전문수리업,0,1,0,5,0,5
2025-11-29,이ㆍ미용업,4,1,0,25,0,5
2025-11-29,목욕장업,0,0,2,0,0,0
2025-11-29,일반주점업,0,0,0,2,0,0
