가맹점 영업일자,업종,고한읍 건수,사북읍 건수,정선군 건수,태백시 건수,영월군 건수,삼척시 건수
2025-10-11,당구장 운영업,4,1,2,0,0,0
2025-10-11,자동자 세차업,0,0,3,3,0,0
2025-10-11,주유소·LPG충전소,0,0,0,6,0,0
2025-10-10,세탁업,4,6,0,14,3,0
2025-10-10,소매업,17,40,18,97,14,5
2025-10-10,휴게음식점업,2,14,0,11,0,0
2025-10-10,기타미용업,1,2,5,2,0,0
2025-10-10,자동자 세차업,0,0,4,3,0,0
2025-10-10,커피전문점,2,15,1,16,0,0
2025-10-10,실내 스크린 골프업,0,2,0,0,0,2
2025-10-10,당구장 운영업,1,3,0,0,0,0
2025-10-10,일반음식점업,137,248,85,190,32,27
2025-10-10,슈퍼마켓,47,32,20,74,11,7
2025-10-10,일반주점업,0,0,0,2,0,0
2025-10-10,기타,0,0,0,1,0,0
2025-10-10,숙박업,32,94,31,14,0,0
2025-10-10,식품판매업,25,63,27,65,18,9
2025-10-10,자동차 전문수리업,2,2,0,10,1,0
2025-10-10,주유소·LPG충전소,0,0,0,7,0,5
2025-10-10,목욕장업,0,0,0,4,0,0
2025-10-10,이ㆍ미용업,3,9,1,55,16,10
2025-10-09,소매업,8,62,11,87,7,51
2025-10-09,슈퍼마켓,49,43,23,69,9,11
2025-10-09,자동자 세차업,0,0,0,3,0,0
2025-10-09,커피전문점,7,18,4,17,0,4
2025-10-09,주유소·LPG충전소,0,0,0,14,0,3
2025-10-09,당구장 운영업,2,4,0,0,0,0
2025-10-09,식품판매업,19,68,22,52,5,12
2025-10-09,일반음식점업,161,300,76,154,2,86
2025-10-09,기타,0,0,0,4,0,4
2025-10-09,목욕장업,0,10,0,4,0,0
2025-10-09,실내 스크린 골프업,0,1,0,0,0,0
2025-10-09,기타미용업,1,2,5,3,0,2
2025-10-09,숙박업,28,82,24,7,0,0
2025-10-09,세탁업,1,4,4,7,0,8
2025-10-09,이ㆍ미용업,3,6,2,44,0,27
2025-10-09,일반주점업,0,0,0,2,0,0
2025-10-09,휴게음식점업,5,12,0,5,0,19
2025-10-09,자동차 전문수리업,0,1,1,2,0,8
2025-10-08,당구장 운영업,1,3,4,0,0,0
2025-10-08,자동자 세차업,0,0,1,2,0,0
2025-10-08,주유소·LPG충전소,0,0,4,11,0,5
2025-10-08,소매업,12,66,22,100,8,14
2025-10-08,식품판매업,39,74,38,46,13,3
2025-10-08,커피전문점,4,13,8,13,0,0
2025-10-08,기타,0,0,0,2,0,0
2025-10-08,휴게음식점업,3,16,0,6,0,0
2025-10-08,세탁업,1,2,4,9,0,0
2025-10-08,자동차 전문수리업,0,0,0,6,0,0
2025-10-08,일반음식점업,216,398,152,138,9,38
2025-10-08,슈퍼마켓,66,49,48,78,8,7
2025-10-08,실내 스크린 골프업,0,1,0,0,0,3
2025-10-08,이ㆍ미용업,9,10,33,37,0,10
2025-10-08,기타미용업,1,1,2,5,0,2
2025-10-08,숙박업,37,71,45,6,0,0
2025-10-08,목욕장업,0,11,0,2,0,0
2025-10-07,자동자 세차업,0,0,1,2,0,0
2025-10-07,이ㆍ미용업,2,0,16,20,12,15
2025-10-07,커피전문점,11,18,3,15,0,0
2025-10-07,휴게음식점업,3,15,0,5,0,0
2025-10-07,주유소·LPG충전소,0,0,4,16,0,5
2025-10-07,숙박업,69,82,50,3,0,0
2025-10-07,기타미용업,3,0,6,5,0,3
2025-10-07,슈퍼마켓,85,61,31,76,16,6
2025-10-07,식품판매업,53,55,55,36,4,6
2025-10-07,실내 스크린 골프업,0,1,2,0,0,0
2025-10-07,일반음식점업,199,418,142,112,32,38
2025-10-07,세탁업,0,3,7,5,3,0
2025-10-07,기타,0,0,0,5,0,0
2025-10-07,자동차 전문수리업,0,0,0,2,0,0
2025-10-07,소매업,13,93,48,69,15,19
2025-10-07,목욕장업,0,22,1,4,0,0
2025-10-06,슈퍼마켓,74,27,34,58,9,1
2025-10-06,소매업,10,52,18,55,8,2
2025-10-06,기타미용업,2,0,0,6,0,0
2025-10-06,자동자 세차업,0,0,3,4,0,0
2025-10-06,휴게음식점업,4,12,0,6,0,0
2025-10-06,식품판매업,21,32,14,24,1,0
2025-10-06,실내 스크린 골프업,0,2,0,0,0,0
2025-10-06,일반주점업,0,1,0,0,0,0
2025-10-06,숙박업,36,84,26,4,0,0
2025-10-06,일반음식점업,107,240,49,96,4,0
2025-10-06,주유소·LPG충전소,0,0,3,9,0,4
2025-10-06,이ㆍ미용업,3,3,0,16,0,0
2025-10-06,세탁업,0,1,0,4,0,0
2025-10-06,자동차 전문수리업,0,0,0,3,0,0
2025-10-06,목욕장업,0,22,0,4,0,0
2025-10-06,커피전문점,6,8,0,1,0,0
2025-10-06,당구장 운영업,1,0,0,0,0,0
2025-10-05,이ㆍ미용업,9,6,16,22,0,18
2025-10-05,자동자 세차업,0,0,0,3,0,0
2025-10-05,휴게음식점업,5,23,0,9,2,0
2025-10-05,세탁업,2,4,0,4,0,0
2025-10-05,커피전문점,10,26,11,14,0,0
2025-10-05,기타미용업,2,0,3,6,0,3
2025-10-05,슈퍼마켓,88,33,62,81,15,12
2025-10-05,기타,0,0,0,2,0,0
2025-10-05,일반음식점업,134,340,119,99,4,48
2025-10-05,식품판매업,54,105,42,81,21,8
2025-10-05,소매업,16,58,39,89,9,15
2025-10-05,일반주점업,0,0,0,2,0,0
2025-10-05,숙박업,45,99,39,5,0,0
2025-10-05,목욕장업,0,15,0,6,0,0
2025-10-05,주유소·LPG충전소,0,0,3,13,0,2
2025-10-05,실내 스크린 골프업,0,0,1,0,0,3
2025-10-05,자동차 전문수리업,0,0,0,6,0,0
2025-10-05,당구장 운영업,2,3,0,0,0,0
2025-10-04,세탁업,0,8,0,18,0,0
2025-10-04,식품판매업,55,152,39,87,29,8
2025-10-04,기타,0,0,0,5,0,0
2025-10-04,자동차 전문수리업,0,0,0,7,0,0
2025-10-04,커피전문점,8,18,5,25,0,2
2025-10-04,자동자 세차업,0,0,0,3,0,0
2025-10-04,일반음식점업,205,545,98,237,11,44
2025-10-04,슈퍼마켓,138,42,62,100,21,8
2025-10-04,이ㆍ미용업,7,11,1,79,0,7
2025-10-04,목욕장업,0,24,2,2,0,0
2025-10-04,숙박업,43,118,40,14,0,0
2025-10-04,주유소·LPG충전소,0,0,9,24,0,1
2025-10-04,휴게음식점업,4,23,0,15,0,0
2025-10-04,당구장 운영업,0,0,2,0,0,0
2025-10-04,기타미용업,0,2,3,6,0,0
2025-10-04,소매업,14,67,14,137,17,23
2025-10-04,실내 스크린 골프업,1,1,1,0,0,2
2025-10-03,자동차 전문수리업,0,0,0,5,0,0
2025-10-03,주유소·LPG충전소,2,0,7,36,0,11
2025-10-03,휴게음식점업,6,24,0,11,1,20
2025-10-03,세탁업,3,4,2,23,2,12
2025-10-03,실내 스크린 골프업,0,0,1,0,0,5
2025-10-03,숙박업,43,168,34,6,0,0
2025-10-03,기타미용업,1,1,0,2,0,7
2025-10-03,기타,0,0,0,2,0,4
2025-10-03,이ㆍ미용업,7,13,14,53,10,20
2025-10-03,일반주점업,0,0,0,2,0,0
2025-10-03,슈퍼마켓,159,212,84,106,18,11
2025-10-03,일반음식점업,211,631,118,163,38,102
2025-10-03,식품판매업,61,208,34,115,36,20
2025-10-03,소매업,18,89,16,115,33,60
2025-10-03,커피전문점,16,22,11,8,0,7
2025-10-03,자동자 세차업,0,0,3,3,0,0
2025-10-03,목욕장업,0,16,0,3,0,0
2025-10-03,당구장 운영업,1,1,4,0,0,0
2025-10-02,커피전문점,12,9,7,15,0,3
2025-10-02,자동차 전문수리업,5,0,0,6,0,6
2025-10-02,당구장 운영업,7,0,0,0,0,0
2025-10-02,일반주점업,0,0,0,2,0,0
2025-10-02,일반음식점업,148,545,84,256,30,46
2025-10-02,숙박업,78,174,38,11,0,0
2025-10-02,휴게음식점업,8,15,0,15,0,0
2025-10-02,주유소·LPG충전소,9,0,16,26,17,3
2025-10-02,실내 스크린 골프업,0,3,1,0,0,3
2025-10-02,식품판매업,54,205,34,125,42,19
2025-10-02,목욕장업,0,17,2,2,0,0
2025-10-02,자동자 세차업,0,0,5,2,0,0
2025-10-02,기타,0,0,0,5,0,0
2025-10-02,기타미용업,3,2,0,8,0,0
2025-10-02,슈퍼마켓,128,284,76,89,32,6
2025-10-02,세탁업,5,2,5,20,2,0
2025-10-02,이ㆍ미용업,7,9,5,73,10,15
2025-10-02,소매업,10,103,20,149,28,41
2025-10-01,식품판매업,46,263,30,121,58,22
2025-10-01,실내 스크린 골프업,0,1,0,0,0,6
2025-10-01,휴게음식점업,5,24,0,9,0,12
2025-10-01,커피전문점,4,7,11,9,0,4
2025-10-01,자동자 세차업,0,0,4,2,0,0
2025-10-01,자동차 전문수리업,0,1,2,4,0,8
2025-10-01,기타미용업,5,2,0,2,0,3
2025-10-01,주유소·LPG충전소,66,36,46,39,45,7
2025-10-01,일반음식점업,156,568,99,156,36,106
2025-10-01,소매업,15,137,15,131,29,75
2025-10-01,숙박업,52,184,41,8,0,0
2025-10-01,이ㆍ미용업,12,10,0,42,15,25
2025-10-01,슈퍼마켓,117,382,123,108,42,11
2025-10-01,목욕장업,0,5,0,2,0,0
2025-10-01,기타,0,0,0,5,0,4
2025-10-01,세탁업,4,2,2,16,3,12
2025-09-30,숙박업,30,17,20,7,0,0
2025-09-30,식품판매업,26,10,7,33,4,2
2025-09-30,휴게음식점업,2,3,0,1,0,0
2025-09-30,커피전문점,3,5,1,2,0,0
2025-09-30,세탁업,1,2,0,12,0,0
2025-09-30,자동차 전문수리업,0,0,0,3,0,0
2025-09-30,목욕장업,0,0,0,2,0,0
2025-09-30,기타미용업,3,0,0,2,0,0
2025-09-30,이ㆍ미용업,7,7,1,37,0,5
2025-09-30,일반음식점업,53,64,64,117,1,13
2025-09-30,소매업,20,9,4,71,0,2
2025-09-30,주유소·LPG충전소,0,0,0,0,0,1
2025-09-30,실내 스크린 골프업,0,0,3,0,0,0
2025-09-30,슈퍼마켓,14,1,4,13,1,2
2025-09-29,식품판매업,9,11,5,47,11,2
2025-09-29,슈퍼마켓,4,0,5,18,1,1
2025-09-29,일반주점업,0,0,0,2,0,0
2025-09-29,소매업,2,11,4,51,0,12
2025-09-29,실내 스크린 골프업,0,0,0,0,0,3
2025-09-29,커피전문점,3,7,1,4,0,4
2025-09-29,기타,0,0,0,0,0,4
2025-09-29,당구장 운영업,2,1,0,0,0,0
2025-09-29,일반음식점업,60,52,44,83,4,19
2025-09-29,세탁업,1,1,0,0,0,3
2025-09-29,기타미용업,1,2,0,5,0,2
2025-09-29,이ㆍ미용업,3,3,1,32,0,4
2025-09-29,휴게음식점업,0,14,0,3,0,5
2025-09-29,자동차 전문수리업,0,1,0,1,0,4
2025-09-29,자동자 세차업,0,0,1,0,0,0
2025-09-29,주유소·LPG충전소,0,0,0,0,0,3
2025-09-29,숙박업,22,16,9,10,0,0
2025-09-28,세탁업,0,0,4,3,0,0
2025-09-28,이ㆍ미용업,0,2,9,23,0,1
2025-09-28,자동자 세차업,0,0,2,0,0,0
2025-09-28,기타,0,0,0,3,0,0
2025-09-28,숙박업,21,11,19,1,0,0
2025-09-28,휴게음식점업,3,13,1,0,0,0
2025-09-28,기타미용업,2,1,0,5,0,0
2025-09-28,목욕장업,0,0,2,0,0,0
2025-09-28,슈퍼마켓,7,0,10,26,2,5
2025-09-28,일반음식점업,65,62,83,67,4,17
2025-09-28,커피전문점,5,6,5,1,0,0
2025-09-28,당구장 운영업,3,1,0,0,0,0
2025-09-28,실내 스크린 골프업,0,0,1,0,0,0
2025-09-28,소매업,15,10,7,22,6,7
2025-09-28,식품판매업,32,11,16,23,2,2
2025-09-27,당구장 운영업,1,0,0,0,0,0
2025-09-27,식품판매업,17,19,14,29,13,0
2025-09-27,슈퍼마켓,4,0,10,20,1,0
2025-09-27,실내 스크린 골프업,0,0,1,0,0,0
2025-09-27,기타미용업,0,2,0,3,0,0
2025-09-27,커피전문점,5,17,4,7,0,0
2025-09-27,목욕장업,0,0,3,2,0,0
2025-09-27,소매업,15,13,25,17,6,7
2025-09-27,휴게음식점업,3,11,3,6,0,0
2025-09-27,숙박업,14,16,25,4,0,0
2025-09-27,자동자 세차업,0,0,4,0,0,0
2025-09-27,자동차 전문수리업,0,0,0,3,0,0
2025-09-27,세탁업,0,4,0,2,0,0
2025-09-27,이ㆍ미용업,3,7,24,16,0,4
2025-09-27,일반음식점업,62,92,75,37,2,15
2025-09-26,자동자 세차업,0,0,4,2,0,0
2025-09-26,슈퍼마켓,5,2,4,22,7,4
2025-09-26,숙박업,23,20,26,0,0,0
2025-09-26,자동차 전문수리업,0,1,1,2,0,0
2025-09-26,커피전문점,5,10,7,5,0,0
2025-09-26,당구장 운영업,1,0,0,0,0,0
2025-09-26,실내 스크린 골프업,0,1,0,0,0,0
2025-09-26,기타,0,0,0,2,0,0
2025-09-26,세탁업,3,3,4,2,1,0
2025-09-26,일반음식점업,55,87,90,55,6,14
2025-09-26,이ㆍ미용업,4,6,24,12,5,6
2025-09-26,식품판매업,13,14,20,39,9,0
2025-09-26,휴게음식점업,3,9,4,2,0,0
2025-09-26,목욕장업,0,0,2,2,0,0
2025-09-26,소매업,10,12,22,35,6,8
2025-09-26,기타미용업,0,0,0,0,0,2
2025-09-25,커피전문점,2,4,2,6,0,0
2025-09-25,자동자 세차업,0,0,0,2,0,0
2025-09-25,자동차 전문수리업,0,1,1,4,0,3
2025-09-25,이ㆍ미용업,5,4,3,18,0,12
2025-09-25,기타미용업,0,2,0,3,0,6
2025-09-25,휴게음식점업,3,10,0,1,1,10
2025-09-25,숙박업,26,16,22,0,0,0
2025-09-25,식품판매업,14,16,7,42,8,7
2025-09-25,일반음식점업,59,95,55,67,3,32
2025-09-25,소매업,8,15,7,43,5,27
2025-09-25,세탁업,0,1,0,2,0,9
2025-09-25,실내 스크린 골프업,0,2,0,0,0,0
2025-09-25,슈퍼마켓,3,0,9,24,3,1
2025-09-25,목욕장업,0,0,0,2,0,0
2025-09-25,기타,0,0,0,2,0,4
2025-09-25,주유소·LPG충전소,0,0,0,0,0,3
2025-09-25,당구장 운영업,1,0,0,0,0,0
2025-09-24,주유소·LPG충전소,0,0,0,0,0,1
2025-09-24,식품판매업,6,7,19,29,17,0
2025-09-24,기타미용업,3,2,0,1,0,0
2025-09-24,당구장 운영업,3,0,0,0,0,0
2025-09-24,슈퍼마켓,6,1,16,22,6,3
2025-09-24,커피전문점,1,3,3,4,0,0
2025-09-24,휴게음식점업,2,7,0,2,0,5
2025-09-24,자동차 전문수리업,1,2,0,0,0,6
2025-09-24,소매업,7,13,7,42,10,24
2025-09-24,숙박업,28,19,23,2,0,0
2025-09-24,이ㆍ미용업,3,5,4,15,9,10
2025-09-24,자동자 세차업,0,0,0,2,0,0
2025-09-24,실내 스크린 골프업,0,1,0,0,0,2
2025-09-24,기타,0,0,0,2,0,0
2025-09-24,세탁업,1,2,3,4,2,4
2025-09-24,일반음식점업,68,99,44,54,15,37
2025-09-23,커피전문점,8,4,5,3,0,0
2025-09-23,일반음식점업,62,82,100,52,25,7
2025-09-23,당구장 운영업,1,0,0,0,0,0
2025-09-23,이ㆍ미용업,1,11,26,7,10,2
2025-09-23,목욕장업,0,0,0,4,0,0
2025-09-23,세탁업,1,3,4,7,2,0
2025-09-23,식품판매업,17,13,24,18,13,0
2025-09-23,자동자 세차업,0,0,0,2,0,0
2025-09-23,소매업,8,16,12,48,13,10
2025-09-23,기타,0,0,0,1,0,0
2025-09-23,숙박업,34,21,18,2,0,0
2025-09-23,기타미용업,0,0,0,4,0,0
2025-09-23,실내 스크린 골프업,1,1,1,0,0,0
2025-09-23,슈퍼마켓,11,0,12,17,5,1
2025-09-23,휴게음식점업,1,11,0,3,1,0
2025-09-23,자동차 전문수리업,0,2,1,3,0,0
2025-09-22,일반음식점업,78,96,86,65,3,16
2025-09-22,이ㆍ미용업,1,6,25,18,0,2
2025-09-22,당구장 운영업,2,0,0,0,0,0
2025-09-22,슈퍼마켓,14,1,8,18,3,5
2025-09-22,식품판매업,12,14,25,50,12,0
2025-09-22,휴게음식점업,5,3,0,0,0,0
2025-09-22,커피전문점,3,4,2,5,0,0
2025-09-22,자동자 세차업,0,0,0,2,0,0
2025-09-22,기타,0,0,0,2,0,0
2025-09-22,자동차 전문수리업,1,1,0,3,0,0
2025-09-22,소매업,10,17,22,58,6,4
2025-09-22,세탁업,4,1,2,8,0,0
2025-09-22,숙박업,48,23,14,1,0,0
2025-09-22,실내 스크린 골프업,0,4,0,0,0,0
2025-09-22,기타미용업,4,0,0,2,0,0
2025-09-21,기타미용업,0,2,0,2,0,4
2025-09-21,슈퍼마켓,18,3,7,56,6,6
2025-09-21,세탁업,0,1,1,0,0,4
2025-09-21,당구장 운영업,4,0,0,0,0,0
2025-09-21,이ㆍ미용업,1,8,1,13,0,18
2025-09-21,기타,0,0,0,2,0,0
2025-09-21,일반주점업,0,0,0,2,0,0
2025-09-21,일반음식점업,109,123,63,55,5,65
2025-09-21,소매업,15,22,8,36,4,35
2025-09-21,주유소·LPG충전소,0,0,0,0,0,2
2025-09-21,자동자 세차업,0,0,0,1,0,0
2025-09-21,휴게음식점업,1,10,0,4,2,16
2025-09-21,숙박업,32,15,14,5,0,0
2025-09-21,식품판매업,21,10,14,30,11,4
2025-09-21,실내 스크린 골프업,0,2,0,0,0,0
2025-09-21,커피전문점,8,17,0,5,0,4
2025-09-20,이ㆍ미용업,7,13,1,55,0,4
2025-09-20,기타미용업,2,0,0,4,0,1
2025-09-20,휴게음식점업,6,8,0,6,0,2
2025-09-20,주유소·LPG충전소,0,0,0,0,0,1
2025-09-20,실내 스크린 골프업,0,3,3,0,0,0
2025-09-20,슈퍼마켓,18,2,15,22,7,0
2025-09-20,식품판매업,21,30,6,42,14,5
2025-09-20,커피전문점,3,16,6,7,0,0
2025-09-20,일반주점업,0,0,0,1,0,0
2025-09-20,세탁업,0,2,0,9,0,4
2025-09-20,기타,0,0,0,2,0,0
2025-09-20,자동차 전문수리업,0,0,0,3,0,2
2025-09-20,소매업,12,30,11,57,2,7
2025-09-20,숙박업,33,23,26,5,0,0
2025-09-20,일반음식점업,83,132,40,121,6,11
2025-09-20,자동자 세차업,0,0,0,1,0,0
2025-09-19,커피전문점,3,5,4,6,0,0
2025-09-19,기타미용업,1,0,1,0,0,0
2025-09-19,주유소·LPG충전소,0,0,0,0,0,1
2025-09-19,휴게음식점업,3,9,0,4,0,0
2025-09-19,일반음식점업,73,121,43,87,5,6
2025-09-19,세탁업,0,1,0,3,0,0
2025-09-19,슈퍼마켓,13,3,11,29,4,4
2025-09-19,식품판매업,22,18,7,36,10,0
2025-09-19,소매업,13,35,2,55,3,9
2025-09-19,숙박업,44,15,21,2,0,0
2025-09-19,이ㆍ미용업,5,9,3,8,0,2
2025-09-19,자동자 세차업,0,0,0,1,0,0
2025-09-19,실내 스크린 골프업,0,1,5,0,0,2
2025-09-19,자동차 전문수리업,1,0,0,1,0,0
2025-09-18,커피전문점,6,8,0,7,0,0
2025-09-18,당구장 운영업,0,1,0,0,0,0
2025-09-18,소매업,7,22,24,45,8,1
2025-09-18,일반음식점업,79,143,118,72,5,15
2025-09-18,숙박업,35,21,18,3,0,0
2025-09-18,세탁업,1,2,2,3,0,0
2025-09-18,식품판매업,16,24,31,43,14,0
2025-09-18,휴게음식점업,3,11,0,1,1,0
2025-09-18,이ㆍ미용업,5,7,18,26,0,4
2025-09-18,주유소·LPG충전소,0,0,0,4,0,0
2025-09-18,슈퍼마켓,13,8,12,28,6,6
2025-09-18,기타미용업,2,2,0,0,0,0
2025-09-18,자동자 세차업,0,0,0,1,0,0
2025-09-18,실내 스크린 골프업,0,2,0,0,0,0
2025-09-18,자동차 전문수리업,0,0,0,5,0,0
2025-09-17,일반음식점업,76,140,116,40,28,6
2025-09-17,휴게음식점업,6,20,0,6,0,0
2025-09-17,세탁업,4,4,7,6,3,0
2025-09-17,숙박업,45,27,17,0,0,0
2025-09-17,커피전문점,0,2,5,1,0,0
2025-09-17,자동차 전문수리업,0,2,0,5,0,0
2025-09-17,당구장 운영업,0,2,0,0,0,0
2025-09-17,슈퍼마켓,14,0,7,24,8,2
2025-09-17,이ㆍ미용업,5,6,38,15,11,5
2025-09-17,기타미용업,1,0,2,1,0,2
2025-09-17,주유소·LPG충전소,0,0,0,0,0,1
2025-09-17,자동자 세차업,0,0,0,1,0,0
2025-09-17,소매업,6,31,14,33,13,6
2025-09-17,실내 스크린 골프업,0,2,0,0,0,0
2025-09-17,식품판매업,5,28,32,21,10,2
2025-09-16,자동자 세차업,0,0,0,1,0,0
2025-09-16,소매업,12,20,5,31,10,30
2025-09-16,숙박업,38,27,16,0,0,0
2025-09-16,슈퍼마켓,33,3,13,31,20,5
2025-09-16,일반음식점업,75,136,47,52,23,52
2025-09-16,실내 스크린 골프업,0,0,0,0,0,1
2025-09-16,주유소·LPG충전소,0,0,0,1,0,1
2025-09-16,이ㆍ미용업,1,14,0,8,11,12
2025-09-16,커피전문점,4,6,5,3,0,4
2025-09-16,식품판매업,19,21,10,26,13,4
2025-09-16,당구장 운영업,0,1,0,0,0,0
2025-09-16,기타미용업,4,0,0,0,0,2
2025-09-16,기타,0,0,0,0,0,4
2025-09-16,세탁업,1,1,3,7,2,10
2025-09-16,휴게음식점업,2,13,0,2,0,17
2025-09-16,자동차 전문수리업,1,0,0,1,0,8
2025-09-15,기타,0,0,0,3,0,0
2025-09-15,이ㆍ미용업,12,4,2,34,0,1
2025-09-15,숙박업,30,34,23,6,0,0
2025-09-15,주유소·LPG충전소,0,0,0,1,0,1
2025-09-15,당구장 운영업,0,1,0,0,0,0
2025-09-15,식품판매업,20,23,13,56,15,0
2025-09-15,일반주점업,0,0,0,2,0,0
2025-09-15,소매업,7,28,4,67,6,0
2025-09-15,세탁업,5,3,2,8,0,0
2025-09-15,슈퍼마켓,28,7,11,41,8,1
2025-09-15,자동자 세차업,0,0,1,1,0,0
2025-09-15,기타미용업,1,2,0,1,0,0
2025-09-15,자동차 전문수리업,0,0,0,2,0,0
2025-09-15,휴게음식점업,2,12,0,7,0,0
2025-09-15,일반음식점업,88,145,55,112,2,7
2025-09-15,커피전문점,10,8,3,3,0,0
2025-09-14,이ㆍ미용업,3,4,5,9,0,10
2025-09-14,당구장 운영업,1,0,0,0,0,0
2025-09-14,실내 스크린 골프업,1,0,0,0,0,0
2025-09-14,숙박업,32,36,22,0,0,0
2025-09-14,휴게음식점업,5,18,0,3,1,6
2025-09-14,주유소·LPG충전소,0,0,0,1,0,1
2025-09-14,커피전문점,16,11,4,4,0,0
2025-09-14,목욕장업,0,2,0,0,0,0
2025-09-14,기타미용업,0,0,0,2,0,2
2025-09-14,자동자 세차업,0,0,0,1,0,0
2025-09-14,소매업,9,51,13,54,14,22
2025-09-14,자동차 전문수리업,0,0,0,0,0,4
2025-09-14,세탁업,0,1,0,5,0,2
2025-09-14,일반주점업,0,0,0,2,0,0
2025-09-14,일반음식점업,140,195,81,47,6,36
2025-09-14,슈퍼마켓,47,20,13,50,10,3
2025-09-14,식품판매업,18,28,17,34,23,1
2025-09-13,기타미용업,1,0,0,0,0,0
2025-09-13,일반음식점업,163,240,125,47,6,0
2025-09-13,목욕장업,0,16,0,2,0,0
2025-09-13,숙박업,41,81,27,1,0,0
2025-09-13,휴게음식점업,6,24,0,7,1,0
2025-09-13,커피전문점,9,9,8,8,0,0
2025-09-13,이ㆍ미용업,7,7,31,6,1,1
2025-09-13,소매업,10,51,12,36,4,5
2025-09-13,식품판매업,17,31,31,39,25,0
2025-09-13,세탁업,3,2,8,0,0,0
2025-09-13,주유소·LPG충전소,0,0,0,4,0,0
2025-09-13,자동차 전문수리업,0,1,0,2,0,0
2025-09-13,자동자 세차업,0,0,1,3,0,0
2025-09-13,실내 스크린 골프업,0,1,0,0,0,0
2025-09-13,당구장 운영업,1,0,0,0,0,0
2025-09-13,슈퍼마켓,44,14,19,31,11,0
2025-09-12,일반음식점업,112,188,81,52,1,0
2025-09-12,당구장 운영업,4,1,0,0,0,0
2025-09-12,자동차 전문수리업,1,0,0,1,0,0
2025-09-12,실내 스크린 골프업,0,1,0,0,0,0
2025-09-12,이ㆍ미용업,4,8,24,13,1,0
2025-09-12,세탁업,1,3,0,2,0,0
2025-09-12,식품판매업,13,34,12,47,16,1
2025-09-12,휴게음식점업,2,14,0,2,0,0
2025-09-12,기타미용업,1,0,0,0,0,0
2025-09-12,숙박업,44,69,27,2,0,0
2025-09-12,커피전문점,12,15,1,6,0,0
2025-09-12,자동자 세차업,0,0,0,1,0,0
2025-09-12,목욕장업,0,11,0,2,0,0
2025-09-12,슈퍼마켓,34,30,16,29,12,3
2025-09-12,주유소·LPG충전소,0,0,0,1,0,0
2025-09-12,소매업,8,27,27,49,11,5
2025-09-11,당구장 운영업,0,2,0,0,0,0
2025-09-11,소매업,17,29,17,49,17,6
2025-09-11,슈퍼마켓,26,20,28,58,12,6
2025-09-11,숙박업,50,62,18,1,0,0
2025-09-11,실내 스크린 골프업,0,1,0,0,0,0
2025-09-11,커피전문점,9,17,5,11,0,0
2025-09-11,기타,0,0,0,4,0,0
2025-09-11,세탁업,2,2,0,5,2,0
2025-09-11,기타미용업,4,0,1,3,0,3
2025-09-11,일반음식점업,90,223,78,50,22,15
2025-09-11,자동차 전문수리업,1,0,0,1,0,0
2025-09-11,이ㆍ미용업,7,13,16,8,10,6
2025-09-11,목욕장업,0,9,0,2,0,0
2025-09-11,식품판매업,27,45,12,48,20,6
2025-09-11,휴게음식점업,5,18,0,5,0,0
2025-09-11,자동자 세차업,0,0,0,3,0,0
2025-09-11,주유소·LPG충전소,0,0,0,4,0,0
2025-09-10,기타,0,0,0,4,0,0
2025-09-10,기타미용업,3,2,6,1,0,0
2025-09-10,세탁업,1,3,6,11,2,0
2025-09-10,자동차 전문수리업,1,0,0,12,1,0
2025-09-10,목욕장업,0,6,2,2,0,0
2025-09-10,주유소·LPG충전소,0,0,0,3,0,0
2025-09-10,커피전문점,10,7,2,9,0,0
2025-09-10,일반음식점업,121,243,64,112,24,20
2025-09-10,숙박업,30,52,32,5,0,0
2025-09-10,실내 스크린 골프업,0,1,6,0,0,2
2025-09-10,휴게음식점업,4,12,0,6,0,0
2025-09-10,자동자 세차업,0,0,0,5,0,0
2025-09-10,슈퍼마켓,38,14,22,74,17,2
2025-09-10,소매업,12,40,11,79,13,15
2025-09-10,이ㆍ미용업,3,5,2,16,10,6
2025-09-10,당구장 운영업,3,1,0,0,0,0
2025-09-10,식품판매업,25,47,18,56,20,2
2025-09-09,커피전문점,5,5,6,8,0,0
2025-09-09,기타미용업,2,0,4,5,0,2
2025-09-09,식품판매업,36,69,47,58,16,4
2025-09-09,목욕장업,0,5,0,2,0,0
2025-09-09,일반음식점업,139,236,151,114,33,15
2025-09-09,이ㆍ미용업,6,3,39,35,15,7
2025-09-09,일반주점업,0,0,0,2,0,0
2025-09-09,휴게음식점업,12,12,0,8,0,0
2025-09-09,세탁업,4,1,8,11,3,0
2025-09-09,실내 스크린 골프업,0,3,0,0,0,0
2025-09-09,소매업,15,38,26,93,18,8
2025-09-09,주유소·LPG충전소,0,0,0,7,0,0
2025-09-09,슈퍼마켓,45,10,33,71,14,8
2025-09-09,자동자 세차업,0,0,3,5,0,0
2025-09-09,당구장 운영업,4,2,0,0,0,0
2025-09-09,숙박업,40,69,24,2,0,0
2025-09-09,자동차 전문수리업,1,0,0,3,0,0
2025-09-09,기타,0,0,0,1,0,0
2025-09-08,소매업,14,43,14,116,6,12
2025-09-08,숙박업,25,78,32,7,0,0
2025-09-08,자동차 전문수리업,0,0,0,7,0,6
2025-09-08,커피전문점,15,10,6,16,0,0
2025-09-08,일반음식점업,139,262,56,190,2,41
